id,name,url,category_breadcrumb,price_number,mediaURL_image,ratingAverage,discountPercentage,shop_id,shop_name,shop_city,shop_tier,countSold,isTopAds,labelGroups,totalRating,countReview
100260940180,DIY Handmade Snack Play & Milk Tea Play - Food Drink Toy - Mini Packing - Mainan Edukasi membuat makanan minuman - Prakarya Kerajinan Tangan,https://www.tokopedia.com/littlekreate/diy-handmade-snack-play-milk-tea-play-food-drink-toy-mini-packing-mainan-edukasi-membuat-makanan-minuman-prakarya-kerajinan-tangan-1730763954202904045?extParam=ivf%3Dfalse%26keyword%3Dhandmade%26search_id%3D2025123008341358238E9AE2DD30108DZ1%26src%3Dsearch,mainan-hobi/mainan-anak-anak/plastisin-lilin-mainan,128000,https://p16-images-common-sign-sg.tokopedia-static.net/tos-maliva-i-o3syd03w52-us/324e010f2f804600a7f6fd00e3cd3021~tplv-o3syd03w52-resize-jpeg:200:200.jpeg?lk3s=97278606&x-expires=1767087254&x-signature=hOxS0N32Cfx34S9hAB11Qn3N2%2B8%3D&x-signature-webp=1RbJppoB1SRtk6dhuXNV2YgE5Sc%3D,5.0,0,9315006,Little Kreate,Jakarta Barat,3,80.0,False,"[{""position"": ""ri_product_credibility"", ""title"": ""80+ terjual"", ""type"": """", ""url"": """", ""styles"": [], ""__typename"": ""SearchProductV5LabelGroups""}, {""position"": ""final_price"", ""title"": ""Rp128.000"", ""type"": """", ""url"": """", ""styles"": [{""key"": ""text-color"", ""value"": ""#080808"", ""__typename"": ""SearchProductV5LabelGroupsStyle""}], ""__typename"": ""SearchProductV5LabelGroups""}]",15,1
102232783887,Remahan Florentinr Cookies Pouch,https://www.tokopedia.com/kannostore/remahan-florentinr-cookies-pouch-1732463927989142915?extParam=ivf%3Dfalse%26keyword%3Dhandmade%26search_id%3D2025123008341358238E9AE2DD30108DZ1%26src%3Dsearch,makanan-minuman/makanan-ringan/biskuit-wafer,231000,https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/846c3c08610b4692939b0516ffba8fe9~tplv-aphluv4xwc-white-pad-v1:200:200.jpeg?lk3s=97278606&x-expires=1767087254&x-signature=Yw%2BdquGCiaSpWR594ts%2BAHxU29Q%3D&x-signature-webp=8FeZMZA%2Bmq4EaiSzR9G2ZjEdPzE%3D,0.0,0,6387377,Kanno Store,Surabaya,1,1.0,False,"[{""position"": ""ri_product_credibility"", ""title"": ""1 terjual"", ""type"": """", ""url"": """", ""styles"": [], ""__typename"": ""SearchProductV5LabelGroups""}, {""position"": ""final_price"", ""title"": ""Rp231.000"", ""type"": """", ""url"": """", ""styles"": [{""key"": ""text-color"", ""value"": ""#080808"", ""__typename"": ""SearchProductV5LabelGroupsStyle""}], ""__typename"": ""SearchProductV5LabelGroups""}]",0,0
102446026510,Tea Hampers Souvenir Artisan - CAROLINE Hampers,https://www.tokopedia.com/artisanteahampers/tea-hampers-souvenir-artisan-caroline-hampers-1732922647794976613?extParam=ivf%3Dfalse%26keyword%3Dhandmade%26search_id%3D2025123008341358238E9AE2DD30108DZ1%26src%3Dsearch,perlengkapan-pesta/hadiah/hampers,39600,https://p19-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/75ec489c2c4448d2a7fb138074c5008b~tplv-aphluv4xwc-white-pad-v1:200:200.jpeg?lk3s=97278606&x-expires=1767087254&x-signature=Hy6aTFfrjcUDN4mjsx2BuiDC9og%3D&x-signature-webp=z%2FeXI57a%2BgdZIYCujoI6VfW9CYA%3D,5.0,0,12869079,Artisan Tea Hampers,Jakarta Barat,1,100.0,False,"[{""position"": ""ri_product_credibility"", ""title"": ""100+ terjual"", ""type"": """", ""url"": """", ""styles"": [], ""__typename"": ""SearchProductV5LabelGroups""}, {""position"": ""final_price"", ""title"": ""Rp39.600"", ""type"": """", ""url"": """", ""styles"": [{""key"": ""text-color"", ""value"": ""#080808"", ""__typename"": ""SearchProductV5LabelGroupsStyle""}], ""__typename"": ""SearchProductV5LabelGroups""}]",6,3
12039256963,Needle Felt Landscape Set - Little Kreate DIY Needle Felting Hoop Kit - Wool Felt Handmade Craft - Paket Felt Lanskap Jarum Tusuk Lukisan,https://www.tokopedia.com/littlekreate/needle-felt-landscape-set-little-kreate-diy-needle-felting-hoop-kit-wool-felt-handmade-craft-paket-felt-lanskap-jarum-tusuk-lukisan-xmas-red-house-356b3?extParam=ivf%3Dfalse%26keyword%3Dhandmade%26search_id%3D2025123008341358238E9AE2DD30108DZ1%26src%3Dsearch,office-stationery/peralatan-jahit/perlengkapan-jahit,90000,https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/img/VqbcmM/2022/10/10/db87f0da-8705-430d-99e5-666afdf0f7fd.jpg~tplv-aphluv4xwc-white-pad-v1:200:200.jpeg?lk3s=97278606&x-expires=1767087254&x-signature=o8g%2F7kja0K62e6qiVJKN6gw5WPE%3D&x-signature-webp=7wksfWA1nohajnjZDnn3nWWUhCg%3D,4.9,0,9315006,Little Kreate,Jakarta Barat,3,100.0,False,"[{""position"": ""ri_product_credibility"", ""title"": ""100+ terjual"", ""type"": """", ""url"": """", ""styles"": [], ""__typename"": ""SearchProductV5LabelGroups""}, {""position"": ""final_price"", ""title"": ""Rp90.000"", ""type"": """", ""url"": """", ""styles"": [{""key"": ""text-color"", ""value"": ""#080808"", ""__typename"": ""SearchProductV5LabelGroupsStyle""}], ""__typename"": ""SearchProductV5LabelGroups""}]",39,4
102376818633,Lukisan Tangan 100% Hand Painted Unveiled  Original Handmade Premium 70x90x4 cm,https://www.tokopedia.com/lagido-gallery/lukisan-tangan-100-hand-painted-unveiled-original-handmade-premium-70x90x4-cm-1732765203344820164?extParam=ivf%3Dfalse%26keyword%3Dhandmade%26search_id%3D2025123008341358238E9AE2DD30108DZ1%26src%3Dsearch,rumah-tangga/dekorasi/lukisan,1069000,https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/34036670ca3e41c8a2ae3fdc1e3ad275~tplv-aphluv4xwc-white-pad-v1:200:200.jpeg?lk3s=97278606&x-expires=1767087254&x-signature=ddmdqWFTJjuC6AJ4GoGyZrx7GMY%3D&x-signature-webp=tvhIRfs0gxA7YCWpFG%2FCC8f7%2FSA%3D,0.0,0,7496230410237414340,LAGIDO Gallery,Tangerang Selatan,1,,False,"[{""position"": ""final_price"", ""title"": ""Rp1.069.000"", ""type"": """", ""url"": """", ""styles"": [{""key"": ""text-color"", ""value"": ""#080808"", ""__typename"": ""SearchProductV5LabelGroupsStyle""}], ""__typename"": ""SearchProductV5LabelGroups""}]",0,0
12297699449,MARAWA Nara - Neko Tas Selempang Wanita Etnik Handmade Cream,https://www.tokopedia.com/marawa-handmade/marawa-nara-neko-tas-selempang-wanita-etnik-handmade-cream-1729884402617059460?extParam=ivf%3Dfalse%26keyword%3Dhandmade%26search_id%3D2025123008341358238E9AE2DD30108DZ1%26src%3Dsearch,fashion-wanita/tas-wanita/tas-selempang-wanita,163000,https://p19-images-common-sign-sg.tokopedia-static.net/tos-maliva-i-o3syd03w52-us/9df0cd3054ce421aba24c9c786c5e87c~tplv-o3syd03w52-resize-jpeg:200:200.jpeg?lk3s=97278606&x-expires=1767087254&x-signature=uO8Qj2eUafmGEu4ddi3sU%2FEdpsk%3D&x-signature-webp=s4ApOsdHQNTqr%2BOxoEtKVzRAJ1Q%3D,4.9,0,4015074,Marawa Handmade,Kab. Bandung,3,250.0,False,"[{""position"": ""ri_product_credibility"", ""title"": ""250+ terjual"", ""type"": """", ""url"": """", ""styles"": [], ""__typename"": ""SearchProductV5LabelGroups""}, {""position"": ""final_price"", ""title"": ""Rp163.000"", ""type"": """", ""url"": """", ""styles"": [{""key"": ""text-color"", ""value"": ""#080808"", ""__typename"": ""SearchProductV5LabelGroupsStyle""}], ""__typename"": ""SearchProductV5LabelGroups""}]",84,52
100482561101,Blanket Flower Bouquet || buket bungan selimut rajut lucu aesthetic coquette,https://www.tokopedia.com/cropie-co/blanket-flower-bouquet-buket-bungan-selimut-rajut-lucu-aesthetic-coquette-1731445114872759739?extParam=ivf%3Dfalse%26keyword%3Dhandmade%26search_id%3D2025123008341358238E9AE2DD30108DZ1%26src%3Dsearch,rumah-tangga/kamar-tidur/selimut,110000,https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/98c7facdce8540d4afa5aac9183623e8~tplv-aphluv4xwc-white-pad-v1:200:200.jpeg?lk3s=97278606&x-expires=1767087254&x-signature=19v4KsmKUnWZ6qab4LUr3dcWWzE%3D&x-signature-webp=LtW%2FL6FGIhiGL7iBiPQuBzVAuCE%3D,4.9,0,17702424,Toko Chezya,Kab. Malang,1,100.0,False,"[{""position"": ""ri_product_credibility"", ""title"": ""100+ terjual"", ""type"": """", ""url"": """", ""styles"": [], ""__typename"": ""SearchProductV5LabelGroups""}, {""position"": ""final_price"", ""title"": ""Rp110.000"", ""type"": """", ""url"": """", ""styles"": [{""key"": ""text-color"", ""value"": ""#080808"", ""__typename"": ""SearchProductV5LabelGroupsStyle""}], ""__typename"": ""SearchProductV5LabelGroups""}]",25,14
1367727274,Endorphins' Christmas & New Year Hampers - Box of 2 Cookies,https://www.tokopedia.com/endorphinsid/endorphins-christmas-new-year-hampers-box-of-2-cookies-paket-classic?extParam=ivf%3Dfalse%26keyword%3Dhandmade%26search_id%3D2025123008341358238E9AE2DD30108DZ1%26src%3Dsearch%26whid%3D7897553,makanan-minuman/hampers-parsel-dan-paket-makanan/hampers-parcel-kue-kering,55000,https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/3c8000eae7f443249e87fb057bbe16f8~tplv-aphluv4xwc-white-pad-v1:200:200.jpeg?lk3s=97278606&x-expires=1767087254&x-signature=KVl1Zlonm0lrks4xEuMhDweAYI0%3D&x-signature-webp=l0F7iMANVa9CMiiDzdXLwZC3lqo%3D,4.9,0,7690571,Endorphins Cookie,Jakarta Utara,2,9000.0,False,"[{""position"": ""ri_product_credibility"", ""title"": ""9rb+ terjual"", ""type"": """", ""url"": """", ""styles"": [], ""__typename"": ""SearchProductV5LabelGroups""}, {""position"": ""final_price"", ""title"": ""Rp55.000"", ""type"": """", ""url"": """", ""styles"": [{""key"": ""text-color"", ""value"": ""#080808"", ""__typename"": ""SearchProductV5LabelGroupsStyle""}], ""__typename"": ""SearchProductV5LabelGroups""}]",820,125
102526560042,Scented Candle Jo Malone Series Limited Edition By Madame Berdin (Dupe) | Lilin Aromaterapi Jo Malone | Souvenir Wedding Lilin,https://www.tokopedia.com/battlowwwwwww/scented-candle-jo-malone-series-limited-edition-by-madame-berdin-dupe-lilin-aromaterapi-jo-malone-souvenir-wedding-lilin-1733102439331038817?extParam=ivf%3Dfalse%26keyword%3Dhandmade%26search_id%3D2025123008341358238E9AE2DD30108DZ1%26src%3Dsearch,rumah-tangga/dekorasi/lilin-aroma-terapi,74500,https://p19-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/img/hDjmkQ/2025/5/6/59b9171d-2e65-43fc-88a3-82e8cacc26b6.jpg~tplv-aphluv4xwc-white-pad-v1:200:200.jpeg?lk3s=97278606&x-expires=1767087254&x-signature=UWAn1lNYESuWYvCbgnc7ywW0sAk%3D&x-signature-webp=HppdKJ9afzlF4ByMi5XZu5VHIc8%3D,4.5,0,18581925,LidiaStorez,Jakarta Barat,1,100.0,False,"[{""position"": ""ri_product_credibility"", ""title"": ""100+ terjual"", ""type"": """", ""url"": """", ""styles"": [], ""__typename"": ""SearchProductV5LabelGroups""}, {""position"": ""final_price"", ""title"": ""Rp74.500"", ""type"": """", ""url"": """", ""styles"": [{""key"": ""text-color"", ""value"": ""#080808"", ""__typename"": ""SearchProductV5LabelGroupsStyle""}], ""__typename"": ""SearchProductV5LabelGroups""}]",17,4
15808086273,Patung Nestuke Kamasutra Erotik Gading Ukiran Antik Tua,https://www.tokopedia.com/moessongallery/patung-nestuke-kamasutra-erotik-gading-ukiran-antik-tua?extParam=ivf%3Dfalse%26keyword%3Dhandmade%26search_id%3D2025123008341358238E9AE2DD30108DZ1%26src%3Dsearch,rumah-tangga/dekorasi/patung,7500000,https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/img/VqbcmM/2024/11/21/f42ddd21-532c-40a0-93d4-4395968d07eb.jpg~tplv-aphluv4xwc-white-pad-v1:200:200.jpeg?lk3s=97278606&x-expires=1767087254&x-signature=T0lujyK8%2FPpoCqOPlgGqhl%2FtODI%3D&x-signature-webp=R9ciUxekl%2FrYv1gLL%2B84lAQs370%3D,0.0,0,2761172,moessongallery,Yogyakarta,1,,False,"[{""position"": ""final_price"", ""title"": ""Rp7.500.000"", ""type"": """", ""url"": """", ""styles"": [{""key"": ""text-color"", ""value"": ""#080808"", ""__typename"": ""SearchProductV5LabelGroupsStyle""}], ""__typename"": ""SearchProductV5LabelGroups""}]",0,0
