id,name,url,category_breadcrumb,price_number,price_original,discountPercentage,mediaURL_image,ratingAverage,shop_id,shop_name,shop_url,shop_city,shop_tier,countSold,isTopAds,labelGroups,label_titles,totalRating,countReview
100166790584,HIGHMORE DIAZ - Tas Selempang Pria Premium Waterproof [ HARGA PROMO ] Slingbag,https://www.tokopedia.com/echelonid/highmore-diaz-tas-selempang-pria-premium-waterproof-harga-promo-slingbag-1730837255178388878?extParam=ivf%3Dfalse%26keyword%3Dtas+pria%26search_id%3D20260112145344357A6FDF7642BF3A9QV7%26src%3Dsearch,fashion-pria/tas-pria/tas-selempang-pria,40300,Rp99.000,0,https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/efe3bf623f8b479f80c8c749751a3f97~tplv-aphluv4xwc-white-pad-v1:200:200.jpeg?lk3s=97278606&x-expires=1768233226&x-signature=bDZFHpfdiWHn9nMbT5F%2Bz%2FKiS%2BQ%3D&x-signature-webp=Frgpt7bQKNDmNla%2FaZhgqluNHvc%3D,4.8,7495864657501325710,echelon.id,https://www.tokopedia.com/echelonid,Kab. Bantul,3,10000.0,False,"[{""position"": ""ri_product_credibility"", ""title"": ""10rb+ terjual"", ""type"": """", ""url"": """", ""styles"": [], ""__typename"": ""SearchProductV5LabelGroups""}, {""position"": ""ri_product_offer"", ""title"": ""+Hadiah Gratis"", ""type"": """", ""url"": """", ""styles"": [{""key"": ""text-color"", ""value"": ""#FF7F17"", ""__typename"": ""SearchProductV5LabelGroupsStyle""}], ""__typename"": ""SearchProductV5LabelGroups""}, {""position"": ""ri_ribbon"", ""title"": ""59%"", ""type"": """", ""url"": """", ""styles"": [{""key"": ""background-color"", ""value"": ""#E02954"", ""__typename"": ""SearchProductV5LabelGroupsStyle""}, {""key"": ""text-color"", ""value"": ""#FFFFFF"", ""__typename"": ""SearchProductV5LabelGroupsStyle""}], ""__typename"": ""SearchProductV5LabelGroups""}, {""position"": ""final_price"", ""title"": ""Rp40.300"", ""type"": """", ""url"": """", ""styles"": [{""key"": ""text-color"", ""value"": ""#D70C4B"", ""__typename"": ""SearchProductV5LabelGroupsStyle""}], ""__typename"": ""SearchProductV5LabelGroups""}, {""position"": ""ri_product_offer_v2"", ""title"": ""+Hadiah Gratis"", ""type"": """", ""url"": """", ""styles"": [{""key"": ""outline-color"", ""value"": ""#FFC1C5"", ""__typename"": ""SearchProductV5LabelGroupsStyle""}, {""key"": ""text-color"", ""value"": ""#D70C4B"", ""__typename"": ""SearchProductV5LabelGroupsStyle""}], ""__typename"": ""SearchProductV5LabelGroups""}, {""position"": ""ri_product_offer_v2"", ""title"": ""Bisa COD"", ""type"": """", ""url"": """", ""styles"": [{""key"": ""outline-color"", ""value"": ""#DFE2EA"", ""__typename"": ""SearchProductV5LabelGroupsStyle""}, {""key"": ""text-color"", ""value"": ""#656C7B"", ""__typename"": ""SearchProductV5LabelGroupsStyle""}], ""__typename"": ""SearchProductV5LabelGroups""}]",10rb+ terjual | +Hadiah Gratis | 59% | Rp40.300 | +Hadiah Gratis | Bisa COD,7250,3013
100518818884,Highmore HEXA K Series – Tas Selempang Pria Multifungsi Clutchbag Handbag Waterproof Hitam,https://www.tokopedia.com/feel-good/highmore-hexa-k-series-tas-selempang-pria-multifungsi-clutchbag-handbag-waterproof-hitam-1731475185438721303?extParam=ivf%3Dfalse%26keyword%3Dtas+pria%26search_id%3D20260112145344357A6FDF7642BF3A9QV7%26src%3Dsearch,fashion-pria/tas-pria/tas-selempang-pria,42350,Rp129.000,0,https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/dd6943376f174d26996e96edec25cc26~tplv-aphluv4xwc-white-pad-v1:200:200.jpeg?lk3s=97278606&x-expires=1768233226&x-signature=%2Bcd0o9sN0D5niy4r7D8oVcisOL0%3D&x-signature-webp=TbqAijo6AMEOnc9zIApGlnBprIY%3D,4.8,8110442,highmore.id,https://www.tokopedia.com/feel-good,Surabaya,3,100000.0,False,"[{""position"": ""ri_product_credibility"", ""title"": ""100rb+ terjual"", ""type"": """", ""url"": """", ""styles"": [], ""__typename"": ""SearchProductV5LabelGroups""}, {""position"": ""ri_product_offer"", ""title"": ""Bisa COD"", ""type"": """", ""url"": """", ""styles"": [{""key"": ""text-color"", ""value"": ""#FF7F17"", ""__typename"": ""SearchProductV5LabelGroupsStyle""}], ""__typename"": ""SearchProductV5LabelGroups""}, {""position"": ""ri_ribbon"", ""title"": ""67%"", ""type"": """", ""url"": """", ""styles"": [{""key"": ""background-color"", ""value"": ""#E02954"", ""__typename"": ""SearchProductV5LabelGroupsStyle""}, {""key"": ""text-color"", ""value"": ""#FFFFFF"", ""__typename"": ""SearchProductV5LabelGroupsStyle""}], ""__typename"": ""SearchProductV5LabelGroups""}, {""position"": ""final_price"", ""title"": ""Rp42.350"", ""type"": """", ""url"": """", ""styles"": [{""key"": ""text-color"", ""value"": ""#D70C4B"", ""__typename"": ""SearchProductV5LabelGroupsStyle""}], ""__typename"": ""SearchProductV5LabelGroups""}, {""position"": ""ri_product_offer_v2"", ""title"": ""Bisa COD"", ""type"": """", ""url"": """", ""styles"": [{""key"": ""outline-color"", ""value"": ""#DFE2EA"", ""__typename"": ""SearchProductV5LabelGroupsStyle""}, {""key"": ""text-color"", ""value"": ""#656C7B"", ""__typename"": ""SearchProductV5LabelGroupsStyle""}], ""__typename"": ""SearchProductV5LabelGroups""}]",100rb+ terjual | Bisa COD | 67% | Rp42.350 | Bisa COD,14228,5471
100626069375,TAS RANSEL AREI 7162 LT. MAHAKAM 20L AREI OUTDOOR GEAR - DAYPACK PRIA WANITA - BACKPACK SEKOLAH COWO,https://www.tokopedia.com/wildspitze/tas-ransel-arei-7162-lt-mahakam-20l-arei-outdoor-gear-daypack-pria-wanita-backpack-sekolah-cowo-1731711873022067954?extParam=ivf%3Dfalse%26keyword%3Dtas+pria%26search_id%3D20260112145344357A6FDF7642BF3A9QV7%26src%3Dsearch,fashion-pria/tas-pria/tas-ransel-pria,329000,,0,https://p19-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/db3cc404d636497188581fe53b94836e~tplv-aphluv4xwc-white-pad-v1:200:200.jpeg?lk3s=97278606&x-expires=1768233226&x-signature=sB%2Bv6J4%2Bm2%2FOtyqDCb03BSEBfNg%3D&x-signature-webp=pQ0cmcIh%2BqenUeze1Zi3brO82xE%3D,0.0,9194688,myadventurestore,https://www.tokopedia.com/wildspitze,Padang,1,,False,"[{""position"": ""ri_product_offer"", ""title"": ""Bisa COD"", ""type"": """", ""url"": """", ""styles"": [{""key"": ""text-color"", ""value"": ""#FF7F17"", ""__typename"": ""SearchProductV5LabelGroupsStyle""}], ""__typename"": ""SearchProductV5LabelGroups""}, {""position"": ""final_price"", ""title"": ""Rp329.000"", ""type"": """", ""url"": """", ""styles"": [{""key"": ""text-color"", ""value"": ""#080808"", ""__typename"": ""SearchProductV5LabelGroupsStyle""}], ""__typename"": ""SearchProductV5LabelGroups""}, {""position"": ""ri_product_offer_v2"", ""title"": ""Bisa COD"", ""type"": """", ""url"": """", ""styles"": [{""key"": ""outline-color"", ""value"": ""#DFE2EA"", ""__typename"": ""SearchProductV5LabelGroupsStyle""}, {""key"": ""text-color"", ""value"": ""#656C7B"", ""__typename"": ""SearchProductV5LabelGroupsStyle""}], ""__typename"": ""SearchProductV5LabelGroups""}]",Bisa COD | Rp329.000 | Bisa COD,0,0
11104743578,TAS RANSEL EIGER 8798 WANDERFURTHER BACKPACK 23L KHK - DAYPACK PRIA,https://www.tokopedia.com/wildspitze/tas-ransel-eiger-8798-wanderfurther-backpack-23l-khk-daypack-pria?extParam=ivf%3Dfalse%26keyword%3Dtas+pria%26search_id%3D20260112145344357A6FDF7642BF3A9QV7%26src%3Dsearch,fashion-pria/tas-pria/tas-ransel-pria,659000,,0,https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/img/VqbcmM/2023/8/9/015f20b0-aaad-4f82-83d2-380cbdf43262.jpg~tplv-aphluv4xwc-white-pad-v1:200:200.jpeg?lk3s=97278606&x-expires=1768233226&x-signature=Fhw4jweSHWyPq457dFwzsKDWBrI%3D&x-signature-webp=1RRaQQEBKGi9wnf6JR71hjy1wjc%3D,0.0,9194688,myadventurestore,https://www.tokopedia.com/wildspitze,Padang,1,,False,"[{""position"": ""ri_product_offer"", ""title"": ""Bisa COD"", ""type"": """", ""url"": """", ""styles"": [{""key"": ""text-color"", ""value"": ""#FF7F17"", ""__typename"": ""SearchProductV5LabelGroupsStyle""}], ""__typename"": ""SearchProductV5LabelGroups""}, {""position"": ""final_price"", ""title"": ""Rp659.000"", ""type"": """", ""url"": """", ""styles"": [{""key"": ""text-color"", ""value"": ""#080808"", ""__typename"": ""SearchProductV5LabelGroupsStyle""}], ""__typename"": ""SearchProductV5LabelGroups""}, {""position"": ""ri_product_offer_v2"", ""title"": ""Bisa COD"", ""type"": """", ""url"": """", ""styles"": [{""key"": ""outline-color"", ""value"": ""#DFE2EA"", ""__typename"": ""SearchProductV5LabelGroupsStyle""}, {""key"": ""text-color"", ""value"": ""#656C7B"", ""__typename"": ""SearchProductV5LabelGroupsStyle""}], ""__typename"": ""SearchProductV5LabelGroups""}]",Bisa COD | Rp659.000 | Bisa COD,0,0
100704635068,TAS RANSEL AREI 1073 DP. WANDERSHOOT 0.1 - DAYPACK PRIA WANITA - TAS PUNGGUNG LAPTOP COWOK,https://www.tokopedia.com/wildspitze/tas-ransel-arei-1073-dp-wandershoot-0-1-daypack-pria-wanita-tas-punggung-laptop-cowok-1731837687982490866?extParam=ivf%3Dfalse%26keyword%3Dtas+pria%26search_id%3D20260112145344357A6FDF7642BF3A9QV7%26src%3Dsearch,fashion-pria/tas-pria/tas-ransel-pria,359000,,0,https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/8a6ccaeef39546c182c870643e727883~tplv-aphluv4xwc-white-pad-v1:200:200.jpeg?lk3s=97278606&x-expires=1768233226&x-signature=J6pHAWB38Wzy8qay4I%2FBABp4%2BME%3D&x-signature-webp=Rf3hik3o767FAF1KllgeVL69e28%3D,0.0,9194688,myadventurestore,https://www.tokopedia.com/wildspitze,Padang,1,,False,"[{""position"": ""ri_product_offer"", ""title"": ""Bisa COD"", ""type"": """", ""url"": """", ""styles"": [{""key"": ""text-color"", ""value"": ""#FF7F17"", ""__typename"": ""SearchProductV5LabelGroupsStyle""}], ""__typename"": ""SearchProductV5LabelGroups""}, {""position"": ""final_price"", ""title"": ""Rp359.000"", ""type"": """", ""url"": """", ""styles"": [{""key"": ""text-color"", ""value"": ""#080808"", ""__typename"": ""SearchProductV5LabelGroupsStyle""}], ""__typename"": ""SearchProductV5LabelGroups""}, {""position"": ""ri_product_offer_v2"", ""title"": ""Bisa COD"", ""type"": """", ""url"": """", ""styles"": [{""key"": ""outline-color"", ""value"": ""#DFE2EA"", ""__typename"": ""SearchProductV5LabelGroupsStyle""}, {""key"": ""text-color"", ""value"": ""#656C7B"", ""__typename"": ""SearchProductV5LabelGroupsStyle""}], ""__typename"": ""SearchProductV5LabelGroups""}]",Bisa COD | Rp359.000 | Bisa COD,0,0
7135251195,TAS RANSEL EIGER 5018 DIARIO TERMINA 2.0 BLK - DAYPAVK SEKOLAH KULIAH,https://www.tokopedia.com/wildspitze/tas-ransel-eiger-5018-diario-termina-2-0-blk-daypavk-sekolah-kuliah?extParam=ivf%3Dfalse%26keyword%3Dtas+pria%26search_id%3D20260112145344357A6FDF7642BF3A9QV7%26src%3Dsearch,fashion-pria/tas-pria/tas-ransel-pria,509000,,0,https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/img/VqbcmM/2022/12/4/76e418cc-8756-4377-890a-1648f244d431.jpg~tplv-aphluv4xwc-white-pad-v1:200:200.jpeg?lk3s=97278606&x-expires=1768233226&x-signature=8mAGtZlJ8MSW2%2Fu93qY50wAKWEo%3D&x-signature-webp=fm7feB6xx29OhgToRObVaX42fPo%3D,0.0,9194688,myadventurestore,https://www.tokopedia.com/wildspitze,Padang,1,,False,"[{""position"": ""ri_product_offer"", ""title"": ""Bisa COD"", ""type"": """", ""url"": """", ""styles"": [{""key"": ""text-color"", ""value"": ""#FF7F17"", ""__typename"": ""SearchProductV5LabelGroupsStyle""}], ""__typename"": ""SearchProductV5LabelGroups""}, {""position"": ""final_price"", ""title"": ""Rp509.000"", ""type"": """", ""url"": """", ""styles"": [{""key"": ""text-color"", ""value"": ""#080808"", ""__typename"": ""SearchProductV5LabelGroupsStyle""}], ""__typename"": ""SearchProductV5LabelGroups""}, {""position"": ""ri_product_offer_v2"", ""title"": ""Bisa COD"", ""type"": """", ""url"": """", ""styles"": [{""key"": ""outline-color"", ""value"": ""#DFE2EA"", ""__typename"": ""SearchProductV5LabelGroupsStyle""}, {""key"": ""text-color"", ""value"": ""#656C7B"", ""__typename"": ""SearchProductV5LabelGroupsStyle""}], ""__typename"": ""SearchProductV5LabelGroups""}]",Bisa COD | Rp509.000 | Bisa COD,0,0
102336190749,TAS RANSEL CONSINA 30 L DAY GONE PREMIUM SERIES - DAYPAC PRIA WANITA - TAS PUNGGUNG ANTI AIR COWO - MY ADVENTURE STORE,https://www.tokopedia.com/wildspitze/tas-ransel-consina-30-l-day-gone-premium-series-daypac-pria-wanita-tas-punggung-anti-air-cowo-my-adventure-store-1732671655423804658?extParam=ivf%3Dfalse%26keyword%3Dtas+pria%26search_id%3D20260112145344357A6FDF7642BF3A9QV7%26src%3Dsearch,fashion-pria/tas-pria/tas-ransel-pria,509000,,0,https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/3c1f4137c32c4e1a8504b5799888f554~tplv-aphluv4xwc-white-pad-v1:200:200.jpeg?lk3s=97278606&x-expires=1768233226&x-signature=3hRXDp7VA2vQfnAaw4B6X1AMnLg%3D&x-signature-webp=7qTzNyek%2BoikSpQS8askySVYKng%3D,0.0,9194688,myadventurestore,https://www.tokopedia.com/wildspitze,Padang,1,2.0,False,"[{""position"": ""ri_product_credibility"", ""title"": ""2 terjual"", ""type"": """", ""url"": """", ""styles"": [], ""__typename"": ""SearchProductV5LabelGroups""}, {""position"": ""ri_product_offer"", ""title"": ""Bisa COD"", ""type"": """", ""url"": """", ""styles"": [{""key"": ""text-color"", ""value"": ""#FF7F17"", ""__typename"": ""SearchProductV5LabelGroupsStyle""}], ""__typename"": ""SearchProductV5LabelGroups""}, {""position"": ""final_price"", ""title"": ""Rp509.000"", ""type"": """", ""url"": """", ""styles"": [{""key"": ""text-color"", ""value"": ""#080808"", ""__typename"": ""SearchProductV5LabelGroupsStyle""}], ""__typename"": ""SearchProductV5LabelGroups""}, {""position"": ""ri_product_offer_v2"", ""title"": ""Bisa COD"", ""type"": """", ""url"": """", ""styles"": [{""key"": ""outline-color"", ""value"": ""#DFE2EA"", ""__typename"": ""SearchProductV5LabelGroupsStyle""}, {""key"": ""text-color"", ""value"": ""#656C7B"", ""__typename"": ""SearchProductV5LabelGroupsStyle""}], ""__typename"": ""SearchProductV5LabelGroups""}]",2 terjual | Bisa COD | Rp509.000 | Bisa COD,0,0
100022582579,GH-Bag Tas Ransel Sekolah Kuliah Kerja ROLAND Backpack Bimo Waterproof Pria Wanita,https://www.tokopedia.com/gh-bag-104/gh-bag-tas-ransel-sekolah-kuliah-kerja-roland-backpack-bimo-waterproof-pria-wanita-1729575045253139043?extParam=ivf%3Dfalse%26keyword%3Dtas+pria%26search_id%3D20260112145344357A6FDF7642BF3A9QV7%26src%3Dsearch,fashion-pria/tas-pria/tas-ransel-pria,129000,Rp198.000,0,https://p16-images-common-sign-sg.tokopedia-static.net/tos-maliva-i-o3syd03w52-us/e351df1985384c97adfdee72257058c6~tplv-o3syd03w52-resize-jpeg:200:200.jpeg?lk3s=97278606&x-expires=1768233226&x-signature=TxSzIX1t0uQQ5aL5w%2FDOEwQM2Zo%3D&x-signature-webp=NMt72zQ5MihtoMHOpCKu8ADeESo%3D,4.9,7494853632606571107,GH Bag,https://www.tokopedia.com/gh-bag-104,Bandung,2,50000.0,False,"[{""position"": ""ri_product_credibility"", ""title"": ""50rb+ terjual"", ""type"": """", ""url"": """", ""styles"": [], ""__typename"": ""SearchProductV5LabelGroups""}, {""position"": ""ri_product_offer"", ""title"": ""Bisa COD"", ""type"": """", ""url"": """", ""styles"": [{""key"": ""text-color"", ""value"": ""#FF7F17"", ""__typename"": ""SearchProductV5LabelGroupsStyle""}], ""__typename"": ""SearchProductV5LabelGroups""}, {""position"": ""ri_ribbon"", ""title"": ""35%"", ""type"": """", ""url"": """", ""styles"": [{""key"": ""background-color"", ""value"": ""#E02954"", ""__typename"": ""SearchProductV5LabelGroupsStyle""}, {""key"": ""text-color"", ""value"": ""#FFFFFF"", ""__typename"": ""SearchProductV5LabelGroupsStyle""}], ""__typename"": ""SearchProductV5LabelGroups""}, {""position"": ""final_price"", ""title"": ""Rp129.000"", ""type"": """", ""url"": """", ""styles"": [{""key"": ""text-color"", ""value"": ""#D70C4B"", ""__typename"": ""SearchProductV5LabelGroupsStyle""}], ""__typename"": ""SearchProductV5LabelGroups""}, {""position"": ""ri_product_offer_v2"", ""title"": ""Bisa COD"", ""type"": """", ""url"": """", ""styles"": [{""key"": ""outline-color"", ""value"": ""#DFE2EA"", ""__typename"": ""SearchProductV5LabelGroupsStyle""}, {""key"": ""text-color"", ""value"": ""#656C7B"", ""__typename"": ""SearchProductV5LabelGroupsStyle""}], ""__typename"": ""SearchProductV5LabelGroups""}]",50rb+ terjual | Bisa COD | 35% | Rp129.000 | Bisa COD,7883,3545
100023341140,GH-Bag Tas Ransel Pria Wanita DALTON Canvas Backpack Sekolah,https://www.tokopedia.com/gh-bag-104/gh-bag-tas-ransel-pria-wanita-dalton-canvas-backpack-sekolah-1729573273912248931?extParam=ivf%3Dfalse%26keyword%3Dtas+pria%26search_id%3D20260112145344357A6FDF7642BF3A9QV7%26src%3Dsearch,fashion-pria/tas-pria/tas-ransel-pria,149000,Rp199.000,0,https://p16-images-common-sign-sg.tokopedia-static.net/tos-maliva-i-o3syd03w52-us/3af8cfd6418b4f19b3aff04e6a39e874~tplv-o3syd03w52-resize-jpeg:200:200.jpeg?lk3s=97278606&x-expires=1768233226&x-signature=9LxIB2GQ2VoMpxeZ6HLY7XWvja4%3D&x-signature-webp=HsQrUTaN4mC8Cfu4StUe7gnns2M%3D,4.8,7494853632606571107,GH Bag,https://www.tokopedia.com/gh-bag-104,Bandung,2,10000.0,False,"[{""position"": ""ri_product_credibility"", ""title"": ""10rb+ terjual"", ""type"": """", ""url"": """", ""styles"": [], ""__typename"": ""SearchProductV5LabelGroups""}, {""position"": ""ri_product_offer"", ""title"": ""Bisa COD"", ""type"": """", ""url"": """", ""styles"": [{""key"": ""text-color"", ""value"": ""#FF7F17"", ""__typename"": ""SearchProductV5LabelGroupsStyle""}], ""__typename"": ""SearchProductV5LabelGroups""}, {""position"": ""ri_ribbon"", ""title"": ""25%"", ""type"": """", ""url"": """", ""styles"": [{""key"": ""background-color"", ""value"": ""#E02954"", ""__typename"": ""SearchProductV5LabelGroupsStyle""}, {""key"": ""text-color"", ""value"": ""#FFFFFF"", ""__typename"": ""SearchProductV5LabelGroupsStyle""}], ""__typename"": ""SearchProductV5LabelGroups""}, {""position"": ""final_price"", ""title"": ""Rp149.000"", ""type"": """", ""url"": """", ""styles"": [{""key"": ""text-color"", ""value"": ""#D70C4B"", ""__typename"": ""SearchProductV5LabelGroupsStyle""}], ""__typename"": ""SearchProductV5LabelGroups""}, {""position"": ""ri_product_offer_v2"", ""title"": ""Bisa COD"", ""type"": """", ""url"": """", ""styles"": [{""key"": ""outline-color"", ""value"": ""#DFE2EA"", ""__typename"": ""SearchProductV5LabelGroupsStyle""}, {""key"": ""text-color"", ""value"": ""#656C7B"", ""__typename"": ""SearchProductV5LabelGroupsStyle""}], ""__typename"": ""SearchProductV5LabelGroups""}]",10rb+ terjual | Bisa COD | 25% | Rp149.000 | Bisa COD,3082,2025
102234096445,Stars Bags Shop best seller ( Mini Star ) tas punggung pria dan wanita simpel dan praktis cocok untuk pemakaian sekolah SD SMP SMA dan kuliah dan acara formal lainnya,https://www.tokopedia.com/stars-bags/stars-bags-shop-best-seller-mini-star-tas-punggung-pria-dan-wanita-simpel-dan-praktis-cocok-untuk-pemakaian-sekolah-sd-smp-sma-dan-kuliah-dan-acara-formal-lainnya-1732469916277049258?extParam=ivf%3Dfalse%26keyword%3Dtas+pria%26search_id%3D20260112145344357A6FDF7642BF3A9QV7%26src%3Dsearch,komputer-laptop/aksesoris-komputer-laptop/tas-laptop,23000,Rp99.000,0,https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/5d1ce36eaf6f4caf97b533e7f209f1f3~tplv-aphluv4xwc-white-pad-v1:200:200.jpeg?lk3s=97278606&x-expires=1768233226&x-signature=OHeilzBxuGmuffqdp6dpU7e2ILg%3D&x-signature-webp=v0ixaXyC%2B2qsztDxEyH9eU0U%2FHU%3D,4.4,7494145453194577834,Stars Bags,https://www.tokopedia.com/stars-bags,Kab. Bandung,3,1000.0,False,"[{""position"": ""ri_product_credibility"", ""title"": ""1rb+ terjual"", ""type"": """", ""url"": """", ""styles"": [], ""__typename"": ""SearchProductV5LabelGroups""}, {""position"": ""ri_product_offer"", ""title"": ""Hemat s.d  1% Pakai Bonus"", ""type"": """", ""url"": """", ""styles"": [{""key"": ""text-color"", ""value"": ""#FF7F17"", ""__typename"": ""SearchProductV5LabelGroupsStyle""}], ""__typename"": ""SearchProductV5LabelGroups""}, {""position"": ""ri_ribbon"", ""title"": ""77%"", ""type"": """", ""url"": """", ""styles"": [{""key"": ""background-color"", ""value"": ""#E02954"", ""__typename"": ""SearchProductV5LabelGroupsStyle""}, {""key"": ""text-color"", ""value"": ""#FFFFFF"", ""__typename"": ""SearchProductV5LabelGroupsStyle""}], ""__typename"": ""SearchProductV5LabelGroups""}, {""position"": ""final_price"", ""title"": ""Rp23.000"", ""type"": """", ""url"": """", ""styles"": [{""key"": ""text-color"", ""value"": ""#D70C4B"", ""__typename"": ""SearchProductV5LabelGroupsStyle""}], ""__typename"": ""SearchProductV5LabelGroups""}, {""position"": ""ri_product_offer_v2"", ""title"": ""Hemat s.d  1% Pakai Bonus"", ""type"": """", ""url"": """", ""styles"": [{""key"": ""outline-color"", ""value"": ""#FFD9A8"", ""__typename"": ""SearchProductV5LabelGroupsStyle""}, {""key"": ""text-color"", ""value"": ""#FF7F17"", ""__typename"": ""SearchProductV5LabelGroupsStyle""}], ""__typename"": ""SearchProductV5LabelGroups""}, {""position"": ""ri_product_offer_v2"", ""title"": ""Bisa COD"", ""type"": """", ""url"": """", ""styles"": [{""key"": ""outline-color"", ""value"": ""#DFE2EA"", ""__typename"": ""SearchProductV5LabelGroupsStyle""}, {""key"": ""text-color"", ""value"": ""#656C7B"", ""__typename"": ""SearchProductV5LabelGroupsStyle""}], ""__typename"": ""SearchProductV5LabelGroups""}]",1rb+ terjual | Hemat s.d  1% Pakai Bonus | 77% | Rp23.000 | Hemat s.d  1% Pakai Bonus | Bisa COD,85,61
